ID,Zimmer,Quadratmet,Preis,PLZ,Adresse,AdressePLZ,City,Canton,Country,result_num,osm_id,display_na,category,type,latlong,full_id,osm_id_2,osm_type,railway,layer,start_date,name:ja,light_rail,local_ref,network:wikidata,ref_name,nat_name,old_name,wheelchair:description,level,tactile_paving,wheelchair,uic_ref,uic_name,tram,ref,public_transport,operator,network,name,ele,n,distance,feature_x,feature_y,nearest_x,nearest_y
"104","3.5","149","8710","8001",Limmatquai 84,"Limmatquai 84, 8001",Zurich,Zurich,Switzerland,"0","2892960085","84, Limmatquai, Rathaus, Altstadt, Zürich, Bezirk Zürich, Zürich, 8001, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3736324,8.5429631",n2275466608,"2275466608",node,tram_stop,,,,,,,,,,,,,,"8591327","Zürich, Rudolf-Brun-Brücke",yes,"2113",stop_position,VBZ,ZVV,Rudolf-Brun-Brücke,"407","1",0.000200802016924739,8.5429631,47.3736324,8.5428352,47.3737872
"105","3.5","157","5710","8008",Mainaustrasse 27,"Mainaustrasse 27, 8008",Zurich,Zurich,Switzerland,"0","139218142","27, Mainaustrasse, Seefeld, Kreis 8, Zürich, Bezirk Zürich, Zürich, 8008, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3608574,8.550614989936012",n2296910031,"2296910031",node,tram_stop,,,,,,,,,,,,,yes,"8576197","Zürich, Feldeggstrasse",yes,"832",stop_position,VBZ,ZVV,Feldeggstrasse,"415","1",0.00150214518798804,8.55061498993601,47.3608574,8.552066,47.3604688
"106","3.5","78","3270","8038",Widmerstrasse 85,"Widmerstrasse 85, 8038",Zurich,Zurich,Switzerland,"0","126726895","Widmerstrasse, Wollishofen, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8038, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3362995,8.5328441",n2457029147,"2457029147",node,tram_stop,,,,,,,,,Wollishofen,,,,,"8591439","Zürich, Wollishoferplatz",yes,"2950",stop_position,VBZ,ZVV,Wollishoferplatz,"450","1",0.00291838603683442,8.5328441,47.3362995,8.530745,47.338327
"107","3.5","95","3180","8050",Schaffhauserstrasse 439,"Schaffhauserstrasse 439, 8050",Zurich,Zurich,Switzerland,"0","502124715","Schaffhauserstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",highway,primary,"47.4127335,8.5465585",n4881603353,"4881603353",node,tram_stop,,,,,,,"Zürich, Bahnhof Oerlikon Ost","Zürich, Bahnhof Oerlikon Ost",,,,,,"8591063","Zürich Oerlikon, Bahnhof Ost",yes,"3447",stop_position,VBZ,ZVV,Bahnhof Oerlikon Ost,"438","1",0.000641807673680095,8.5465585,47.4127335,8.5461782,47.4132505
"108","3.5","80","5320","8003",Rotachstrasse 20,"Rotachstrasse 20, 8003",Zurich,Zurich,Switzerland,"0","55796261","20, Rotachstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3701625,8.516581550000001",n4881705892,"4881705892",node,tram_stop,,,,,,,,,,,,,,"8591341","Zürich, Schmiede Wiedikon",yes,"2256",stop_position,VBZ,ZVV,Schmiede Wiedikon,"414","1",0.00223366601408854,8.51658155,47.3701625,8.5188141,47.3702331
"109","3.5","95","5320","8003",Kalkbreitestrasse 41,"Kalkbreitestrasse 41, 8003",Zurich,Zurich,Switzerland,"0","338047672","41, Kalkbreitestrasse, Sihlfeld, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.37330955,8.519443602929154",n2275787478,"2275787478",node,tram_stop,,,,,,Q201977,"Zürich, Kalkbreite/Bhf. Wiedikon",,,,,,yes,"8591218","Zürich,Kalkbreite/Bhf.Wiedikon",yes,"1357",stop_position,VBZ,ZVV,Kalkbreite/Bhf. Wiedikon,"412","1",0.00189762618632825,8.51944360292915,47.37330955,8.5207869,47.3746499
"110","3.5","95","3280","8050",Schaffhauserstrasse 439,"Schaffhauserstrasse 439, 8050",Zurich,Zurich,Switzerland,"0","502124715","Schaffhauserstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",highway,primary,"47.4127335,8.5465585",n4881603353,"4881603353",node,tram_stop,,,,,,,"Zürich, Bahnhof Oerlikon Ost","Zürich, Bahnhof Oerlikon Ost",,,,,,"8591063","Zürich Oerlikon, Bahnhof Ost",yes,"3447",stop_position,VBZ,ZVV,Bahnhof Oerlikon Ost,"438","1",0.000641807673680095,8.5465585,47.4127335,8.5461782,47.4132505
"111","3.5","110","5000","8032",Klosbachstrasse 50,"Klosbachstrasse 50, 8032",Zurich,Zurich,Switzerland,"0","111861785","50, Klosbachstrasse, Hottingen, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.36656790000001,8.558120050998392",n4880303433,"4880303433",node,tram_stop,,,,,,,,,,,,,,"8591119","Zürich, Englischviertelstrasse",yes,"788",stop_position,VBZ,ZVV,Englischviertelstrasse,"432","1",0.00044691239833514,8.55812005099839,47.3665679,8.5576797,47.3664916
"112","3.5","110","4280","8004",Badenerstrasse 136,"Badenerstrasse 136, 8004",Zurich,Zurich,Switzerland,"0","804605209","136, Badenerstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3746201,8.52297707803261",n2275787476,"2275787476",node,tram_stop,,,,,,Q201977,"Zürich, Kalkbreite/Bhf. Wiedikon",,,,,,yes,"8591218","Zürich,Kalkbreite/Bhf.Wiedikon",yes,"1357",stop_position,VBZ,ZVV,Kalkbreite/Bhf. Wiedikon,"412","1",0.00174677067267475,8.52297707803261,47.3746201,8.5212348,47.3744949
"113","3.5","100","4280","8005",Limmatstrasse 27,"Limmatstrasse 27, 8005",Zurich,Zurich,Switzerland,"0","725764952","Bilaya Wohnbau AG, 27, Limmatstrasse, Gewerbeschule, Industriequartier, Zürich, Bezirk Zürich, Zürich, 8005, Schweiz/Suisse/Svizzera/Svizra",office,estate_agent,"47.3810194,8.536253",n2267027099,"2267027099",node,tram_stop,,,,,,,,,,,,,yes,"8591368","Zürich, Sihlquai/HB",yes,"2395",stop_position,VBZ,ZVV,Sihlquai/HB,"407","1",0.000755235916783296,8.536253,47.3810194,8.5369395,47.3807046
"114","3.5","72","3520","8047",Freilagerstrasse 5-19,"Freilagerstrasse 5-19, 8047",Zurich,Zurich,Switzerland,"0","572887178","Freilagerstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra",highway,pedestrian,"47.3806259,8.489004",n4883672531,"4883672531",node,tram_stop,,,,,,,,,,,,,,"8591126","Zürich, Fellenbergstrasse",yes,"840",stop_position,VBZ,ZVV,Fellenbergstrasse,"422","1",0.00490361059016653,8.489004,47.3806259,8.4882539,47.37578
"115","3.5","125","3620","8048",Buckhauserstrasse 19,"Buckhauserstrasse 19, 8048",Zurich,Zurich,Switzerland,"0","2090057432","19, Buckhauserstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.385348,8.4929627",n2277081590,"2277081590",node,tram_stop,,,,,,,,,,,,,yes,"8591222","Zürich, Kappeli",yes,"1364",stop_position,VBZ,ZVV,Kappeli,"403","1",0.00161460085779795,8.4929627,47.385348,8.494576,47.3852832
"116","3.5","117","3300","8050",Margrit-Rainer-Strasse 11C,"Margrit-Rainer-Strasse 11C, 8050",Zurich,Zurich,Switzerland,"0","693251739","11c, Margrit-Rainer-Strasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4157628,8.5382956",n2282310758,"2282310758",node,tram_stop,,,,,,,,,,,,,,"8591127","Zürich, Felsenrainstrasse",yes,"845",stop_position,VBZ,ZVV,Felsenrainstrasse,"436","1",0.00704027952925098,8.5382956,47.4157628,8.5452795,47.416652
"117","3.5","95","2860","8050",Kuehriedweg 28,"Kuehriedweg 28, 8050",Zurich,Zurich,Switzerland,"0","1867650592","26,28, Kühriedweg, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.409422,8.5577531",n2289439152,"2289439152",node,tram_stop,,,,,,,,,,"Zugang zur Haltestelle über die beiden Lifte im Westen;im Osten hat es nur eine Rolltreppe.","-1",,yes,"8591420","Zürich, Waldgarten",yes,"2814",stop_position,VBZ,ZVV,Waldgarten,"452","1",0.00554217390290173,8.5577531,47.409422,8.5574937,47.4038859
"118","3.5","64","3700","8005",Heinrichstrasse 83,"Heinrichstrasse 83, 8005",Zurich,Zurich,Switzerland,"0","123722256","83, Heinrichstrasse, Gewerbeschule, Industriequartier, Zürich, Bezirk Zürich, Zürich, 8005, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.38483995,8.529537566401077",n2268534971,"2268534971",node,tram_stop,,,,,,,,,,,,,,"8591306","Zürich, Quellenstrasse",yes,"2014",stop_position,VBZ,ZVV,Quellenstrasse,"404","1",0.00187853154965821,8.52953756640108,47.38483995,8.528909,47.3866102
"119","3.5","73","4450","8004",Badenerstrasse 250,"Badenerstrasse 250, 8004",Zurich,Zurich,Switzerland,"0","337559995","250, Badenerstrasse, Hard, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.37598625,8.516006059479",n2277024777,"2277024777",node,tram_stop,,,,,,Q201977,,,,,,,yes,"8591259","Zürich, Lochergut",yes,"1579",stop_position,VBZ,ZVV,Lochergut,"412","1",0.00130193892265304,8.516006059479,47.37598625,8.517227,47.3755342
"120","3.5","81","4140","8052",Schaffhauserstrasse 453,"Schaffhauserstrasse 453, 8052",Zurich,Zurich,Switzerland,"0","11071563842","Smart Beauty, 453, Schaffhauserstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8052, Schweiz/Suisse/Svizzera/Svizra",shop,beauty,"47.4179846,8.54619",n4881705899,"4881705899",node,tram_stop,,,,,,,,,,,,,,"8591127","Zürich, Felsenrainstrasse",yes,"845",stop_position,VBZ,ZVV,Felsenrainstrasse,"436","1",0.00122417817739005,8.54619,47.4179846,8.545519,47.4169607
"121","3.5","110","3640","8049",Winzerhalde 109,"Winzerhalde 109, 8049",Zurich,Zurich,Switzerland,"0","31343722","109, Winzerhalde, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8064, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.403495199999995,8.482883305176024",n2288315737,"2288315737",node,tram_stop,,,,,,,,,,,,yes,,"8591136","Zürich, Frankental",yes,"872",stop_position,VBZ,ZVV,Frankental,"431","1",0.0025508567040375,8.48288330517602,47.4034952,8.4814503,47.4056055
"122","3.5","116","4530","8057",Allenmoosstrasse 50,"Allenmoosstrasse 50, 8057",Zurich,Zurich,Switzerland,"0","13870750","Allenmoosstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8057, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4052157,8.5455318",n2282178028,"2282178028",node,tram_stop,,,,,,,,,,,,,,"8591073","Zürich, Berninaplatz",yes,"465",stop_position,VBZ,ZVV,Berninaplatz,"462","1",0.00285516696884953,8.5455318,47.4052157,8.5479237,47.4036566
"123","3.5","154","6990","8004",Gruengasse 37,"Gruengasse 37, 8004",Zurich,Zurich,Switzerland,"0","791081531","37, Grüngasse, Werd, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.37379975,8.523896048076063",n2275787449,"2275787449",node,tram_stop,,,,,,Q201977,,,,,,,yes,"8591079","Zürich, Bezirksgebäude",yes,"478",stop_position,VBZ,ZVV,Bezirksgebäude,"411","1",0.00160664997606164,8.52389604807606,47.37379975,8.5254607,47.3741647
"124","3.5","67","4450","8049",Am Wasser,"Am Wasser, 8049",Zurich,Zurich,Switzerland,"0","108335698","Am Wasser, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8049, Schweiz/Suisse/Svizzera/Svizra",highway,tertiary,"47.3957499,8.5064953",n4885628503,"4885628503",node,tram_stop,,,,,,,,,,,,,,"8591039","Zürich, Alte Trotte",yes,"67",stop_position,VBZ,ZVV,Alte Trotte,"453","1",0.00218379276031607,8.5064953,47.3957499,8.5077934,47.397506
"125","3.5","122","7180","8002",Waffenplatzstrasse 63,"Waffenplatzstrasse 63, 8002",Zurich,Zurich,Switzerland,"0","149868464","63, Waffenplatzstrasse, Enge, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8002, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.358315899999994,8.527189997147826",n2456957772,"2456957772",node,tram_stop,,,,,,,,,,,,,,"8591415","Zürich, Waffenplatzstrasse",yes,"2795",stop_position,VBZ,ZVV,Waffenplatzstrasse,"419","1",0.00349073761752862,8.52718999714783,47.3583159,8.5249083,47.3609577
"126","3.5","89","3300","8047",Freilagerstrasse 11,"Freilagerstrasse 11, 8047",Zurich,Zurich,Switzerland,"0","51071030","11, Freilagerstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra",building,construction,"47.37840610000001,8.491705061336912",n4883669511,"4883669511",node,tram_stop,,,,,,,,,,,,yes,,"8591363","Zürich, Siemens",yes,"2385",stop_position,VBZ,ZVV,Siemens,"412","1",0.0018638044400793,8.49170506133691,47.3784061,8.4935641,47.3782729
"127","3.5","87","4230","8047",Untermoosstrasse 1A,"Untermoosstrasse 1A, 8047",Zurich,Zurich,Switzerland,"0","52403843","1a, Untermoosstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.377963449999996,8.482591074653744",n4883672522,"4883672522",node,tram_stop,,,,,,,,,,,,,,"8591036","Zürich, Albisrieden",yes,"47",stop_position,VBZ,ZVV,Albisrieden,"433","1",0.00436339683505851,8.48259107465374,47.37796345,8.4850273,47.3743435
"128","3.5","76","3880","8048",Herrligweg 9,"Herrligweg 9, 8048",Zurich,Zurich,Switzerland,"0","317341620","9, Herrligweg, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.38988175,8.48447437970381",n4883794021,"4883794021",node,tram_stop,,,,,,,,,,,,,no,"8591051","Zürich, Bachmattstrasse",yes,"137",stop_position,VBZ,ZVV,Bachmattstrasse,"402","1",0.00170384802324541,8.48447437970381,47.38988175,8.4830385,47.3889645
"129","3.5","108","4230","8037",Hoenggerstrasse 24,"Hoenggerstrasse 24, 8037",Zurich,Zurich,Switzerland,"0","90644038","24, Hönggerstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,office,"47.3915652,8.525935153675299",n2275377478,"2275377478",node,tram_stop,,,,,,,,,,,,,,"8591437","Zürich, Wipkingerplatz",yes,"2937",stop_position,VBZ,ZVV,Wipkingerplatz,"409","1",0.00239481235432319,8.5259351536753,47.3915652,8.5237299,47.392499
"130","3.5","84","5710","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669",n809690628,"809690628",node,tram_stop,,,,,,,,,,,,,,"8591101","Zürich, Bucheggplatz",yes,"564",stop_position,VBZ,ZVV,Bucheggplatz,"472","1",0.00441904402090701,8.52916275991669,47.39586895,8.5326955,47.3985237
"131","3.5","98","4860","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669",n809690628,"809690628",node,tram_stop,,,,,,,,,,,,,,"8591101","Zürich, Bucheggplatz",yes,"564",stop_position,VBZ,ZVV,Bucheggplatz,"472","1",0.00441904402090701,8.52916275991669,47.39586895,8.5326955,47.3985237
"132","3.5","83","3710","8048",Bachmattstrasse 39,"Bachmattstrasse 39, 8048",Zurich,Zurich,Switzerland,"0","52348813","39, Bachmattstrasse, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.3901744,8.484398610546876",n8119388866,"8119388866",node,tram_stop,,2022-12-11,,,,,,,,,,yes,,,,yes,,stop_position,,ZVV,Seidelhof,,"1",0.00167950112032017,8.48439861054688,47.3901744,8.4842221,47.3918446
"133","3.5","94","4090","8037",Hoenggerstrasse 24,"Hoenggerstrasse 24, 8037",Zurich,Zurich,Switzerland,"0","90644038","24, Hönggerstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,office,"47.3915652,8.525935153675299",n2275377478,"2275377478",node,tram_stop,,,,,,,,,,,,,,"8591437","Zürich, Wipkingerplatz",yes,"2937",stop_position,VBZ,ZVV,Wipkingerplatz,"409","1",0.00239481235432319,8.5259351536753,47.3915652,8.5237299,47.392499
"134","3.5","97","3420","8053",Lehfrauenweg 5,"Lehfrauenweg 5, 8053",Zurich,Zurich,Switzerland,"0","140912546","5, Lehfrauenweg, Witikon, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8053, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.359161400000005,8.58986191576877",n2297460815,"2297460815",node,tram_stop,,,,,,,,,,,,,yes,"8591142","Zürich, Friedhof Enzenbühl",yes,"894",stop_position,VBZ,ZVV,Friedhof Enzenbühl,"512","1",0.0122600991816334,8.58986191576877,47.3591614,8.5807219,47.3509901
"135","3.5","157","5580","8032",Freiestrasse 122,"Freiestrasse 122, 8032",Zurich,Zurich,Switzerland,"0","111861763","122, Freiestrasse, Hottingen, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.36525985,8.559875479864015",n4880303441,"4880303441",node,tram_stop,,,,,,,,,,,,,,"8503083","Zürich, Römerhof",yes,"2124",stop_position,VBZ,ZVV,Römerhof,"445","1",0.00226189509684232,8.55987547986402,47.36525985,8.5598101,47.3675208
"136","3.5","135","4080","8002",Freigutstrasse 5,"Freigutstrasse 5, 8002",Zurich,Zurich,Switzerland,"0","2809086440","5, Freigutstrasse, Enge, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8002, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3669512,8.5324807",n4885628622,"4885628622",node,tram_stop,,,,,,,,,,,,,yes,"8591404","Zürich, Tunnelstrasse",yes,"2689",stop_position,VBZ,ZVV,Tunnelstrasse,"409","1",0.000694608126933598,8.5324807,47.3669512,8.5329684,47.3664566
"137","3.5","119","8450","8008",Geranienstrasse 14,"Geranienstrasse 14, 8008",Zurich,Zurich,Switzerland,"0","3551373047","14, Geranienstrasse, Mühlebach, Kreis 8, Zürich, Bezirk Zürich, Zürich, 8008, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3552193,8.5587956",n2296903024,"2296903024",node,tram_stop,,,,,,,,,,,,,yes,"8576199","Zürich, Fröhlichstrasse",yes,"917",stop_position,VBZ,ZVV,Fröhlichstrasse,"415","1",0.00179709005061013,8.5587956,47.3552193,8.5570028,47.3550952
"138","3.5","95","9740","8008",Baurstrasse 29,"Baurstrasse 29, 8008",Zurich,Zurich,Switzerland,"0","101311250","29, Baurstrasse, Seefeld, Kreis 8, Zürich, Bezirk Zürich, Zürich, 8008, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.355919150000005,8.554487800000011",n2296903044,"2296903044",node,tram_stop,,,,,,,,,,,,,yes,"8576198","Zürich, Höschgasse",yes,"1286",stop_position,VBZ,ZVV,Höschgasse,"415","1",0.00196441681485247,8.55448780000001,47.35591915,8.5543468,47.3578785
"139","3.5","103","5170","8003",Rotachstrasse 22,"Rotachstrasse 22, 8003",Zurich,Zurich,Switzerland,"0","814243414","22, Rotachstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.37029725,8.515959470875757",n4881705889,"4881705889",node,tram_stop,,,,,,,,,,,,,,"8502572","Zürich, Goldbrunnenplatz",yes,"1012",stop_position,VBZ,ZVV,Goldbrunnenplatz,"421","1",0.00180909934940306,8.51595947087576,47.37029725,8.5141504,47.3703074
"140","3.5","68","2680","8004",Ankerstrasse 116,"Ankerstrasse 116, 8004",Zurich,Zurich,Switzerland,"0","936942696","116, Ankerstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3764826,8.5283766",n2309435445,"2309435445",node,tram_stop,,,,,,,,,,,,,,"8591184","Zürich, Helvetiaplatz",yes,"1158",stop_position,VBZ,ZVV,Helvetiaplatz,"411","1",0.00216597412957774,8.5283766,47.3764826,8.5262539,47.3760518
"141","3.5","124","5020","8048",Hohlstrasse,"Hohlstrasse, 8048",Zurich,Zurich,Switzerland,"0","1163557155","Hohlstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",highway,tertiary,"47.3877811,8.4992397",n2277081527,"2277081527",node,tram_stop,,,,,,,,,,,,,no,"8591138","Zürich, Freihofstrasse",yes,"883",stop_position,VBZ,ZVV,Freihofstrasse,"408","1",0.00453852544556145,8.4992397,47.3877811,8.4994656,47.3832482
"142","3.5","100","3110","8048",Badenerstrasse 696,"Badenerstrasse 696, 8048",Zurich,Zurich,Switzerland,"0","52348806","696, Badenerstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3892599,8.484187517440077",n4883794021,"4883794021",node,tram_stop,,,,,,,,,,,,,no,"8591051","Zürich, Bachmattstrasse",yes,"137",stop_position,VBZ,ZVV,Bachmattstrasse,"402","1",0.00118638199480688,8.48418751744008,47.3892599,8.4830385,47.3889645
"143","3.5","119","6710","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669",n809690628,"809690628",node,tram_stop,,,,,,,,,,,,,,"8591101","Zürich, Bucheggplatz",yes,"564",stop_position,VBZ,ZVV,Bucheggplatz,"472","1",0.00441904402090701,8.52916275991669,47.39586895,8.5326955,47.3985237
"144","3.5","119","5290","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669",n809690628,"809690628",node,tram_stop,,,,,,,,,,,,,,"8591101","Zürich, Bucheggplatz",yes,"564",stop_position,VBZ,ZVV,Bucheggplatz,"472","1",0.00441904402090701,8.52916275991669,47.39586895,8.5326955,47.3985237
"146","3.5","86","3540","8048",Bachmattstrasse 60,"Bachmattstrasse 60, 8048",Zurich,Zurich,Switzerland,"0","41224604","60, Bachmattstrasse, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3893822,8.483461765257667",n4883794021,"4883794021",node,tram_stop,,,,,,,,,,,,,no,"8591051","Zürich, Bachmattstrasse",yes,"137",stop_position,VBZ,ZVV,Bachmattstrasse,"402","1",0.00059466525739154,8.48346176525767,47.3893822,8.4830385,47.3889645
"147","3.5","105","4160","8004",Badenerstrasse 129,"Badenerstrasse 129, 8004",Zurich,Zurich,Switzerland,"0","506450343","129, Badenerstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.3741826,8.523232868880651",n2275787476,"2275787476",node,tram_stop,,,,,,Q201977,"Zürich, Kalkbreite/Bhf. Wiedikon",,,,,,yes,"8591218","Zürich,Kalkbreite/Bhf.Wiedikon",yes,"1357",stop_position,VBZ,ZVV,Kalkbreite/Bhf. Wiedikon,"412","1",0.0020223280005549,8.52323286888065,47.3741826,8.5212348,47.3744949
"148","3.5","97","4230","8048",Badenerstrasse 701,"Badenerstrasse 701, 8048",Zurich,Zurich,Switzerland,"0","588650275","701, Badenerstrasse, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.387926300000004,8.483846417922793",n4883794021,"4883794021",node,tram_stop,,,,,,,,,,,,,no,"8591051","Zürich, Bachmattstrasse",yes,"137",stop_position,VBZ,ZVV,Bachmattstrasse,"402","1",0.00131551914085809,8.48384641792279,47.3879263,8.4830385,47.3889645
"149","3.5","64","4740","8050",Gubelstrasse 64,"Gubelstrasse 64, 8050",Zurich,Zurich,Switzerland,"0","1599913398","64, Gubelstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4094474,8.5408316",n2282371073,"2282371073",node,tram_stop,,,,,,,,,,,,,yes,"8591314","Zürich, Regensbergbrücke",yes,"2045",stop_position,VBZ,ZVV,Regensbergbrücke,"451","1",0.00155961549748544,8.5408316,47.4094474,8.5394211,47.4087819
"150","3.5","87","4880","8050",Gubelstrasse 64,"Gubelstrasse 64, 8050",Zurich,Zurich,Switzerland,"0","1599913398","64, Gubelstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4094474,8.5408316",n2282371073,"2282371073",node,tram_stop,,,,,,,,,,,,,yes,"8591314","Zürich, Regensbergbrücke",yes,"2045",stop_position,VBZ,ZVV,Regensbergbrücke,"451","1",0.00155961549748544,8.5408316,47.4094474,8.5394211,47.4087819
"151","3.5","72","4740","8050",Gubelstrasse 64,"Gubelstrasse 64, 8050",Zurich,Zurich,Switzerland,"0","1599913398","64, Gubelstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4094474,8.5408316",n2282371073,"2282371073",node,tram_stop,,,,,,,,,,,,,yes,"8591314","Zürich, Regensbergbrücke",yes,"2045",stop_position,VBZ,ZVV,Regensbergbrücke,"451","1",0.00155961549748544,8.5408316,47.4094474,8.5394211,47.4087819
