ID,Zimmer,Quadratmet,Preis,PLZ,Adresse,AdressePLZ,City,Canton,Country,result_num,osm_id,display_na,category,type,latlong,full_id,osm_id_2,osm_type,shop,fair_trade,facebook,contact:instagram,type_2,membership,operator:wikidata,email,toilets,stroller,second_hand,payment:cards,internet_access:fee,diet:vegetarian,diet:vegan,diet:pescetarian,diet:kosher,currency:EUR,currency:CHF,air_conditioning,contact:phone,diet:lactose_free,diet:gluten_free,access:covid19,amenity,addr:housename,url,cuisine,payment:debit_cards,payment:credit_cards,organic,phone,start_date,diet:halal,location,layer,toilets:wheelchair,payment:vpay,payment:visa,payment:v_pay,payment:twint,payment:samsung_pay,payment:postfinance_card,payment:mastercard,payment:maestro,payment:google_pay,payment:contactless,payment:coins,payment:cash,payment:apple_pay,payment:app,payment:american_express,internet_access,opening_hours:covid19,old_name,addr:place,cash_withdrawal:type,cash_withdrawal:purchase_required,cash_withdrawal:fee,cash_withdrawal,indoor,website,takeaway,source:opening_hours,level,branch,alt_name,wheelchair,operator,opening_hours,name,check_date:opening_hours,check_date,brand:wikipedia,brand:wikidata,brand,addr:street,addr:postcode,addr:housenumber,addr:country,addr:city,n,distance,feature_x,feature_y,nearest_x,nearest_y
"142","3.5","100","3110","8048",Badenerstrasse 696,"Badenerstrasse 696, 8048",Zurich,Zurich,Switzerland,"0","52348806","696, Badenerstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3892599,8.484187517440077",n11416701493,"11416701493",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.denner.ch/,,,,,,,,"Mo-Fr 07:30-20:00, Sa 08:00-20:00; PH off",Denner,,,,Q379911,Denner,Bachmattstrasse,"8048","59",,Zürich,"1",0.00065638329610944,8.48418751744008,47.3892599,8.4836502,47.3888829
"143","3.5","119","6710","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669",n480274029,"480274029",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wipkingen,,,,Zürich Wipkingen,Migros Wipkingen,yes,Genossenschaft Migros Zürich,"Mo-Sa 07:30-21:00; PH off",Migros,,,de:Migros,Q680727,Migros,Scheffelstrasse,"8037","3",,Zürich,"1",0.0021621722188691,8.52916275991669,47.39586895,8.5292465,47.3937084
"144","3.5","119","5290","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669",n480274029,"480274029",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wipkingen,,,,Zürich Wipkingen,Migros Wipkingen,yes,Genossenschaft Migros Zürich,"Mo-Sa 07:30-21:00; PH off",Migros,,,de:Migros,Q680727,Migros,Scheffelstrasse,"8037","3",,Zürich,"1",0.0021621722188691,8.52916275991669,47.39586895,8.5292465,47.3937084
"146","3.5","86","3540","8048",Bachmattstrasse 60,"Bachmattstrasse 60, 8048",Zurich,Zurich,Switzerland,"0","41224604","60, Bachmattstrasse, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3893822,8.483461765257667",n11416701493,"11416701493",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.denner.ch/,,,,,,,,"Mo-Fr 07:30-20:00, Sa 08:00-20:00; PH off",Denner,,,,Q379911,Denner,Bachmattstrasse,"8048","59",,Zürich,"1",0.000533674190980978,8.48346176525767,47.3893822,8.4836502,47.3888829
"147","3.5","105","4160","8004",Badenerstrasse 129,"Badenerstrasse 129, 8004",Zurich,Zurich,Switzerland,"0","506450343","129, Badenerstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.3741826,8.523232868880651",n310789073,"310789073",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkout,no,no,"migros_bank;postfinance_card",,https://www.denner.ch/,,,,,,yes,,"Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off",Denner,,,,Q379911,Denner,Wengistrasse,"8004","7",CH,Zürich,"1",0.00073676432888359,8.52323286888065,47.3741826,8.5234086,47.3748981
"148","3.5","97","4230","8048",Badenerstrasse 701,"Badenerstrasse 701, 8048",Zurich,Zurich,Switzerland,"0","588650275","701, Badenerstrasse, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.387926300000004,8.483846417922793",n11416701493,"11416701493",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.denner.ch/,,,,,,,,"Mo-Fr 07:30-20:00, Sa 08:00-20:00; PH off",Denner,,,,Q379911,Denner,Bachmattstrasse,"8048","59",,Zürich,"1",0.000976516785936509,8.48384641792279,47.3879263,8.4836502,47.3888829
"149","3.5","64","4740","8050",Gubelstrasse 64,"Gubelstrasse 64, 8050",Zurich,Zurich,Switzerland,"0","1599913398","64, Gubelstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4094474,8.5408316",n3732510103,"3732510103",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neumarkt Oerlikon,,,,,,,,,"-1",,,,Lidl Schweiz,"Mo-Sa 07:30-20:00; PH off",Lidl,,,,Q151954,Lidl,Hofwiesenstrasse,"8050","350",CH,Zürich,"1",0.00217788622751359,8.5408316,47.4094474,8.5428255,47.4103235
"150","3.5","87","4880","8050",Gubelstrasse 64,"Gubelstrasse 64, 8050",Zurich,Zurich,Switzerland,"0","1599913398","64, Gubelstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4094474,8.5408316",n3732510103,"3732510103",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neumarkt Oerlikon,,,,,,,,,"-1",,,,Lidl Schweiz,"Mo-Sa 07:30-20:00; PH off",Lidl,,,,Q151954,Lidl,Hofwiesenstrasse,"8050","350",CH,Zürich,"1",0.00217788622751359,8.5408316,47.4094474,8.5428255,47.4103235
"151","3.5","72","4740","8050",Gubelstrasse 64,"Gubelstrasse 64, 8050",Zurich,Zurich,Switzerland,"0","1599913398","64, Gubelstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4094474,8.5408316",n3732510103,"3732510103",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neumarkt Oerlikon,,,,,,,,,"-1",,,,Lidl Schweiz,"Mo-Sa 07:30-20:00; PH off",Lidl,,,,Q151954,Lidl,Hofwiesenstrasse,"8050","350",CH,Zürich,"1",0.00217788622751359,8.5408316,47.4094474,8.5428255,47.4103235
"152","3.5","70","3730","8006",Clausiusstrasse 39A,"Clausiusstrasse 39A, 8006",Zurich,Zurich,Switzerland,"0","93699776","39a, Clausiusstrasse, Oberstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8006, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.37905,8.5456677",n311351743,"311351743",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zürich Universitätstrasse,Coop Universitätstrasse,yes,Coop Genossenschaft,Mo-Sa 07:30-21:00,Coop,,2024-04-05,,,,Universitätstrasse,"8006","73",CH,Zürich,"1",0.0041635350184685,8.5456677,47.37905,8.5479921,47.3825043
"153","3.5","57","3350","8055",Birmensdorferstrasse 591,"Birmensdorferstrasse 591, 8055",Zurich,Zurich,Switzerland,"0","53034845","591, Birmensdorferstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8063, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.367538100000004,8.488635256873167",n619528605,"619528605",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://standorte.coop.ch/vstinfo/showMap.do?betrnr=2580,,,,Zürich Triemli,Coop Triemli,yes,Coop Genossenschaft,Mo-Sa 07:30-20:00,Coop,,,,,,In der Ey,"8047","85",CH,Zürich,"1",0.00435231641163772,8.48863525687317,47.3675381,8.4920191,47.3702753
"154","3.5","83","4140","8055",Birmensdorferstrasse 591,"Birmensdorferstrasse 591, 8055",Zurich,Zurich,Switzerland,"0","53034845","591, Birmensdorferstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8063, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.367538100000004,8.488635256873167",n619528605,"619528605",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://standorte.coop.ch/vstinfo/showMap.do?betrnr=2580,,,,Zürich Triemli,Coop Triemli,yes,Coop Genossenschaft,Mo-Sa 07:30-20:00,Coop,,,,,,In der Ey,"8047","85",CH,Zürich,"1",0.00435231641163772,8.48863525687317,47.3675381,8.4920191,47.3702753
"155","3.5","138","6030","8001",Hirschengraben 20,"Hirschengraben 20, 8001",Zurich,Zurich,Switzerland,"0","75804774","20, Hirschengraben, Hochschulen, Altstadt, Zürich, Bezirk Zürich, Zürich, 8001, Schweiz/Suisse/Svizzera/Svizra",building,office,"47.37073585,8.547259136509034",n268603429,"268603429",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1",Bellevue Food,,yes,Coop Genossenschaft,"Mo-Fr 08:00-20:00; Sa 08:00-19:00",Coop,,,,Q432564,Coop,Theaterstrasse,"8001","18",CH,Zürich,"1",0.00354605917007514,8.54725913650903,47.37073585,8.5461737,47.36736
"156","3.5","110","3910","8046",Hungerbergstrasse 17,"Hungerbergstrasse 17, 8046",Zurich,Zurich,Switzerland,"0","33049832","17, Hungerbergstrasse, Affoltern, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8046, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.4197919,8.50065555",n7591924440,"7591924440",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zürich Affoltern,,,,"Mo-Sa 07:30-20:00; PH off",Lidl,,,en:Lidl,Q151954,Lidl,Wehntalerstrasse,"8046","625",,Zürich,"1",0.00285884918323716,8.50065555,47.4197919,8.4993196,47.4223194
"157","3.5","103","3250","8049",Imbisbuehlstrasse 4,"Imbisbuehlstrasse 4, 8049",Zurich,Zurich,Switzerland,"0","31372963","4, Imbisbühlstrasse, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8049, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.4027579,8.495148047311833",n1835590613,"1835590613",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hoengg,,,,Zürich Höngg,Migros Höngg,,Genossenschaft Migros Zürich,"Mo-Sa 08:00-20:00; PH off",Migros,2023-09-07,,de:Migros,Q680727,Migros,Regensdorferstrasse,"8049","20",CH,Zürich,"1",0.00255356856723967,8.49514804731183,47.4027579,8.4974554,47.4038519
"158","3.5","95","4130","8050",Gubelstrasse 64,"Gubelstrasse 64, 8050",Zurich,Zurich,Switzerland,"0","1599913398","64, Gubelstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4094474,8.5408316",n3732510103,"3732510103",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neumarkt Oerlikon,,,,,,,,,"-1",,,,Lidl Schweiz,"Mo-Sa 07:30-20:00; PH off",Lidl,,,,Q151954,Lidl,Hofwiesenstrasse,"8050","350",CH,Zürich,"1",0.00217788622751359,8.5408316,47.4094474,8.5428255,47.4103235
"159","3.5","95","3870","8032",Asylstrasse 125,"Asylstrasse 125, 8032",Zurich,Zurich,Switzerland,"0","270794627","Sol, 125, Asylstrasse, Hirslanden, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",amenity,bar,"47.3652823,8.5648541",n1365312935,"1365312935",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.coop.ch/,,,,Zürich Römerhof,Coop Römerhof,,Coop Genossenschaft,Mo-Sa 07:00-21:00,Coop,,,,,,Klosbachstrasse,"8032","104",CH,Zürich,"1",0.0047793139350769,8.5648541,47.3652823,8.5608053,47.3678218
"160","3.5","64","3950","8050",Friesstrasse 12,"Friesstrasse 12, 8050",Zurich,Zurich,Switzerland,"0","11746708179","Swiss Star Oerlikon Station, 12, Friesstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4143097,8.5469065",n6011935004,"6011935004",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shop,,,,"0",,,yes,Coop Genossenschaft,"Mo-Fr 06:30-20:00; Sa 08:00-20:00",Coop,2023-04-14,2024-01-27,de:Coop (Schweiz),Q432564,Coop,Andreasstrasse,"8050","5",,Zürich,"1",0.00144104506521981,8.5469065,47.4143097,8.5470117,47.4128725
"161","3.5","64","3420","8032",Asylstrasse 125,"Asylstrasse 125, 8032",Zurich,Zurich,Switzerland,"0","270794627","Sol, 125, Asylstrasse, Hirslanden, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",amenity,bar,"47.3652823,8.5648541",n1365312935,"1365312935",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.coop.ch/,,,,Zürich Römerhof,Coop Römerhof,,Coop Genossenschaft,Mo-Sa 07:00-21:00,Coop,,,,,,Klosbachstrasse,"8032","104",CH,Zürich,"1",0.0047793139350769,8.5648541,47.3652823,8.5608053,47.3678218
"162","3.5","119","4220","8041",Allmendstrasse 156,"Allmendstrasse 156, 8041",Zurich,Zurich,Switzerland,"0","9822826596","Kindergarten an der Sihl 1 und 2, 156, Allmendstrasse, Wollishofen, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8041, Schweiz/Suisse/Svizzera/Svizra",amenity,kindergarten,"47.3377172,8.5187304",n11049758254,"11049758254",node,supermarket,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,+41 44 317 15 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.spar.ch/,,,"0",Zürich Manegg,,yes,,"Mo-Sa 07:00-20:00; PH off",Spar,,2024-04-11,,Q610492,Spar,Spinnereiplatz,"8041","4",,Zürich,"1",0.00164756500630303,8.5187304,47.3377172,8.520261,47.3383269
"163","3.5","124","4570","8048",Buckhauserstrasse 49,"Buckhauserstrasse 49, 8048",Zurich,Zurich,Switzerland,"0","8116710437","49, Buckhauserstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.38425,8.4941461",n7403555052,"7403555052",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 07:30-20:00,Denner,,,,Q379911,Denner,Badenerstrasse,"8048","621",,Zürich,"1",0.00228211029531597,8.4941461,47.38425,8.4924667,47.3857952
"164","3.5","95","3920","8003",Haldenstrasse 173,"Haldenstrasse 173, 8003",Zurich,Zurich,Switzerland,"0","342810193","173, Haldenstrasse, Sihlfeld, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8055, Schweiz/Suisse/Svizzera/Svizra",building,construction,"47.3705855,8.510857616177045",n10711459945,"10711459945",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zürich Birmensdorferstrasse,Coop Birmensdorferstrasse,,Coop Genossenschaft,"Mo-Sa 07:00-21:00; PH off",Coop,,,,Q432564,Coop,Birmensdorferstrasse,"8055","310",CH,Zürich,"1",0.00179471354976865,8.51085761617705,47.3705855,8.5091748,47.3699617
"165","3.5","95","3410","8048",Soldanellastrasse 3,"Soldanellastrasse 3, 8048",Zurich,Zurich,Switzerland,"0","48645774","3, Soldanellastrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.383192199999996,8.49811952678375",n4868938542,"4868938542",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.aldi-suisse.ch/,,,,Zürich Badenerstrasse,,yes,Aldi Suisse,Mo-Sa 08:00-21:00,Aldi,,,,Q41171672,ALDI,Badenerstrasse,"8048","565",CH,Zürich,"1",0.000686958871520808,8.49811952678375,47.3831922,8.4978671,47.3838311
"166","3.5","110","4280","8004",Badenerstrasse 136,"Badenerstrasse 136, 8004",Zurich,Zurich,Switzerland,"0","804605209","136, Badenerstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3746201,8.52297707803261",n48932835,"48932835",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wengihof,yes,survey,"0",Zürich Wengihof,Migros Wengihof,yes,Genossenschaft Migros Zürich,"Mo-Sa 08:00-21:00; PH off",Migros,,,,Q680727,Migros,Wengistrasse,"8004","7",,Zürich,"1",0.0004082362225912,8.52297707803261,47.3746201,8.522895,47.37502
"167","3.5","140","6750","8004",Europaallee 40,"Europaallee 40, 8004",Zurich,Zurich,Switzerland,"0","6761865579","40, Europaallee, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3792667,8.532546",n4423175779,"4423175779",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.aldi-suisse.ch/,,,,Zürich Zollstrasse,,yes,Aldi Suisse,"Mo-Sa 07:30-21:00; PH off",Aldi,,,,Q41171672,ALDI,Zollstrasse,"8005","58",CH,Zürich,"1",0.00174576756757593,8.532546,47.3792667,8.5331122,47.3809181
"168","3.5","84","4440","8037",Rosengartenstrasse 55,"Rosengartenstrasse 55, 8037",Zurich,Zurich,Switzerland,"0","90250743","55, Rosengartenstrasse, Wipkingen, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8037, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.39586895,8.52916275991669",n480274029,"480274029",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wipkingen,,,,Zürich Wipkingen,Migros Wipkingen,yes,Genossenschaft Migros Zürich,"Mo-Sa 07:30-21:00; PH off",Migros,,,de:Migros,Q680727,Migros,Scheffelstrasse,"8037","3",,Zürich,"1",0.0021621722188691,8.52916275991669,47.39586895,8.5292465,47.3937084
"169","3.5","72","3850","8049",Wartauweg 19,"Wartauweg 19, 8049",Zurich,Zurich,Switzerland,"0","31362714","19, Wartauweg, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8049, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.4030409,8.492145150877557",n1835590613,"1835590613",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hoengg,,,,Zürich Höngg,Migros Höngg,,Genossenschaft Migros Zürich,"Mo-Sa 08:00-20:00; PH off",Migros,2023-09-07,,de:Migros,Q680727,Migros,Regensdorferstrasse,"8049","20",CH,Zürich,"1",0.005371821547893,8.49214515087756,47.4030409,8.4974554,47.4038519
"170","3.5","87","4270","8004",Badenerstrasse 362,"Badenerstrasse 362, 8004",Zurich,Zurich,Switzerland,"0","11847969936","Swiss Star MARC AUREL, 362, Badenerstrasse, Hard, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.3788539,8.5092979",n312838980,"312838980",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-albisriederplatz,,,,Zürich Albisriederplatz,Migros Albisriederplatz,yes,Genossenschaft Migros Zürich,"Mo-Sa 08:00-21:00; PH off",Migros,2023-07-07,,de:Migros,Q680727,Migros,Badenerstrasse,"8004","376",CH,Zürich,"1",0.000606974208677691,8.5092979,47.3788539,8.5087992,47.3791999
"171","3.5","64","4740","8005",Langstrasse 213,"Langstrasse 213, 8005",Zurich,Zurich,Switzerland,"0","6842658701","Thali House, 213, Langstrasse, Gewerbeschule, Industriequartier, Zürich, Bezirk Zürich, Zürich, 8005, Schweiz/Suisse/Svizzera/Svizra",amenity,restaurant,"47.3831028,8.5301347",n725764681,"725764681",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.alnatura.ch/de/filialfinder.html/migros-supermarkt-zuerich-limmatplatz,,,,,,yes,,Mo-Sa 07:30-20:00,Alnatura,,2024-02-13,,,,Limmatplatz,"8005","5",CH,Zürich,"1",0.00172246860639108,8.5301347,47.3831028,8.5311578,47.3844885
"172","3.5","122","4640","8004",Hohlstrasse 207,"Hohlstrasse 207, 8004",Zurich,Zurich,Switzerland,"0","332664514","207, Hohlstrasse, Hard, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.381499399999996,8.516736722025314",n267345511,"267345511",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 06:00-20:00,,,,,,,,,,,,Zürich Maagplatz,Coop Maagplatz,yes,Coop Genossenschaft,"Mo-Fr 06:00-20:00; Sa 08:00-20:00",Coop,,,,Q432564,Coop,Maagplatz,"8005","1",CH,Zürich,"1",0.00431257478334827,8.51673672202531,47.3814994,8.5165739,47.3858089
"173","3.5","91","4590","8003",Schlossgasse,"Schlossgasse, 8003",Zurich,Zurich,Switzerland,"0","227596610","Schlossgasse, Sihlfeld, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",highway,secondary,"47.3696574,8.5202798",n352860119,"352860119",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schmiede-wiedikon,,,,Zürich Schmiede Wiedikon,Migros Schmiede Wiedikon,yes,Genossenschaft Migros Zürich,"Mo-Sa 07:30-21:00; PH off",Migros,2022-04-04,,de:Migros,Q680727,Migros,Birmensdorferstrasse,"8003","140",CH,Zürich,"1",0.00051565361435595,8.5202798,47.3696574,8.520077,47.3701315
"174","3.5","143","3870","8001",Graebligasse,"Graebligasse, 8001",Zurich,Zurich,Switzerland,"0","138424016","Gräbligasse, Rathaus, Altstadt, Zürich, Bezirk Zürich, Zürich, 8001, Schweiz/Suisse/Svizzera/Svizra",highway,pedestrian,"47.3755402,8.5441749",n39947904,"39947904",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Coop Genossenschaft,Mo-Sa 06:00-22:00,Coop,2023-11-17,2024-01-06,de:Coop (Schweiz),Q432564,Coop,Bahnhofbrücke,"8001","1",CH,Zürich,"1",0.0023400924703934,8.5441749,47.3755402,8.5421608,47.3767316
"175","3.5","127","5000","8002",Brandschenkestrasse,"Brandschenkestrasse, 8002",Zurich,Zurich,Switzerland,"0","5068112","Brandschenkestrasse, Enge, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8002, Schweiz/Suisse/Svizzera/Svizra",highway,tertiary,"47.3665162,8.5274506",n262400822,"262400822",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahnhof Enge,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-bahnhof-enge,,,,Zürich Enge Bahnhof,Migros Bahnhof Enge,yes,Genossenschaft Migros Zürich,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",Migros,2023-04-10,2022-06-25,de:Migros,Q680727,Migros,Tessinerplatz,"8002","10",CH,Zürich,"1",0.00426382392225663,8.5274506,47.3665162,8.5309446,47.3640724
"176","3.5","180","8330","8006",Letzistrasse,"Letzistrasse, 8006",Zurich,Zurich,Switzerland,"0","33968953","Letzistrasse, Oberstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8006, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3913563,8.5459642",n4827131028,"4827131028",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-rigiplatz,,,,Zürich Rigiplatz,Migros Rigiplatz,yes,Genossenschaft Migros Zürich,"Mo-Sa 08:00-21:00; PH off",Migros,2021-10-04,2023-04-19,de:Migros,Q680727,Migros,Winterthurerstrasse,"8006",2-4,CH,Zürich,"1",0.0060178091910604,8.5459642,47.3913563,8.5486931,47.3859928
